Env,Hybrid,Yield_Mg_ha
DEH1_2022,GEMN-0097_PHJ89_0028/LH244,10.953749686124286
DEH1_2022,GEMN-0097_PHJ89_0029/LH244,11.000832995421725
DEH1_2022,GEMN-0097_PHJ89_0033/LH244,10.491118523823255
DEH1_2022,GEMN-0097_PHJ89_0036/LH244,10.852388490591748
DEH1_2022,GEMN-0097_PHJ89_0039/LH244,10.471475728947269
DEH1_2022,GEMN-0097_PHK76_0002/LH244,10.502093215449516
DEH1_2022,GEMN-0097_PHK76_0003/LH244,10.40319027667126
DEH1_2022,GEMN-0097_PHK76_0007/LH244,10.372845051301042
DEH1_2022,GEMN-0097_PHK76_0009/LH244,10.438372513901346
DEH1_2022,GEMN-0097_PHK76_0010/LH244,10.165899443441536
DEH1_2022,GEMN-0097_PHK76_0011/LH244,9.86771002178116
DEH1_2022,GEMN-0097_PHK76_0012/LH244,10.52063142177091
DEH1_2022,GEMN-0097_PHK76_0014/LH244,10.532222472240315
DEH1_2022,GEMN-0097_PHK76_0015/LH244,10.179449881279004
DEH1_2022,GEMN-0097_PHK76_0016/LH244,10.874632073047602
DEH1_2022,GEMN-0097_PHK76_0017/LH244,10.886943132278184
DEH1_2022,GEMN-0097_PHK76_0018/LH244,10.099724787164805
DEH1_2022,GEMN-0097_PHK76_0021/LH244,10.01618426092534
DEH1_2022,GEMN-0097_PHK76_0023/LH244,10.709751623588769
DEH1_2022,GEMN-0097_PHK76_0029/LH244,10.886943132278184
DEH1_2022,GEMN-0097_PHK76_0032/LH244,10.433019092083152
DEH1_2022,GEMN-0097_PHK76_0036/LH244,10.816844150675427
DEH1_2022,GEMN-0097_PHK76_0037/LH244,10.237546826087392
DEH1_2022,GEMN-0097_PHK76_0038/LH244,10.28459004285296
DEH1_2022,GEMN-0097_PHK76_0039/LH244,10.366692141300948
DEH1_2022,GEMN-0097_PHK76_0041/LH244,10.26176822441835
DEH1_2022,GEMN-0097_PHK76_0048/LH244,10.86243668898575
DEH1_2022,GEMN-0097_PHK76_0053/LH244,10.160131938409734
DEH1_2022,GEMN-0097_PHK76_0055/LH244,10.393993920663558
DEH1_2022,GEMN-0097_PHK76_0060/LH244,10.33684736913026
DEH1_2022,GEMN-0097_PHN46_0001/LH244,10.717604147080916
DEH1_2022,GEMN-0097_PHN46_0002/LH244,10.884681560364394
DEH1_2022,GEMN-0097_PHN46_0003/LH244,10.825266651726146
DEH1_2022,GEMN-0097_PHN46_0004/LH244,10.828473005539974
DEH1_2022,GEMN-0097_PHN46_0005/LH244,11.086643097280923
DEH1_2022,GEMN-0097_PHN46_0006/LH244,10.901212657421606
DEH1_2022,GEMN-0097_PHN46_0007/LH244,10.786418635044791
DEH1_2022,GEMN-0097_PHN46_0008/LH244,11.052238605655448
DEH1_2022,GEMN-0097_PHN46_0009/LH244,10.95589133696608
DEH1_2022,GEMN-0097_PHN46_0010/LH244,10.886943132278184
DEH1_2022,GEMN-0097_PHN46_0011/LH244,10.935735733808226
DEH1_2022,GEMN-0097_PHN46_0014/LH244,10.9442171737041
DEH1_2022,GEMN-0097_PHN46_0016/LH244,10.997587286756517
DEH1_2022,GEMN-0097_PHN46_0018/LH244,10.624474037440905
DEH1_2022,GEMN-0097_PHP02_0001/LH244,10.824495390017145
DEH1_2022,GEMN-0097_PHP02_0002/LH244,10.669677620615882
DEH1_2022,GEMN-0097_PHP02_0003/LH244,10.673823863884262
DEH1_2022,GEMN-0097_PHP02_0005/LH244,10.351795908395845
DEH1_2022,GEMN-0097_PHP02_0006/LH244,10.467792963229693
DEH1_2022,GEMN-0097_PHP02_0007/LH244,10.832207227527723
DEH1_2022,GEMN-0098/LH244,10.268035490694228
DEH1_2022,GEMN-0104/LH244,10.6940040270426
DEH1_2022,GEMN-0124/LH244,10.674433571779332
DEH1_2022,GEMN-0135/LH244,11.08850029725261
DEH1_2022,GEMN-0144/LH244,11.164504108138711
DEH1_2022,GEMN-0157/LH244,10.83473692562522
DEH1_2022,GEMN-0177/LH244,10.15706585025701
DEH1_2022,GEMN-0178/LH244,9.974878093616027
DEH1_2022,GEMN-0187/LH244,10.94773637204158
DEH1_2022,GEMN-0192/LH244,11.036517432578217
DEH1_2022,GEMN-0192_LH212HT_0001/LH244,10.284538494066066
DEH1_2022,GEMN-0192_LH212HT_0002/LH244,10.527016660805227
DEH1_2022,GEMN-0192_LH212HT_0006/LH244,10.757659410688882
DEH1_2022,GEMN-0192_LH212HT_0007/LH244,10.62241061929394
DEH1_2022,GEMN-0192_LH212HT_0008/LH244,10.42280155333441
DEH1_2022,GEMN-0192_LH212HT_0009/LH244,10.343881938404667
DEH1_2022,GEMN-0192_LH212HT_0010/LH244,10.593070505833015
DEH1_2022,GEMN-0192_LH212HT_0011/LH244,10.869548727684734
DEH1_2022,GEMN-0192_LH212HT_0012/LH244,10.688230489138611
DEH1_2022,GEMN-0192_LH212HT_0013/LH244,10.75955519812317
DEH1_2022,GEMN-0192_LH212HT_0014/LH244,11.07815247525418
DEH1_2022,GEMN-0192_LH212HT_0015/LH244,10.725063043321637
DEH1_2022,GEMN-0192_LH212HT_0018/LH244,11.00123474800598
DEH1_2022,GEMN-0192_LH212HT_0021/LH244,10.982910340911095
DEH1_2022,GEMN-0192_LH212HT_0023/LH244,10.693716178925936
DEH1_2022,GEMN-0192_PHJ89_0001/LH244,10.915352632760612
DEH1_2022,GEMN-0192_PHJ89_0002/LH244,10.937255734487994
DEH1_2022,GEMN-0192_PHK76_0002/LH244,9.720078917052534
DEH1_2022,GEMN-0192_PHK76_0004/LH244,10.677768395938418
DEH1_2022,GEMN-0192_PHK76_0005/LH244,9.91731373260431
DEH1_2022,GEMN-0192_PHK76_0006/LH244,9.681275933145692
DEH1_2022,GEMN-0192_PHK76_0007/LH244,10.548497618112563
DEH1_2022,GEMN-0192_PHK76_0008/LH244,9.94933331632672
DEH1_2022,GEMN-0192_PHK76_0009/LH244,10.354352626888732
DEH1_2022,GEMN-0192_PHK76_0010/LH244,10.031294681617268
DEH1_2022,GEMN-0192_PHK76_0011/LH244,10.324544869288358
DEH1_2022,GEMN-0192_PHK76_0012/LH244,10.055794791109426
DEH1_2022,GEMN-0192_PHK76_0013/LH244,10.766624452079457
DEH1_2022,GEMN-0192_PHK76_0014/LH244,9.912775914585996
DEH1_2022,GEMN-0192_PHK76_0015/LH244,10.061778997858571
DEH1_2022,GEMN-0192_PHK76_0016/LH244,10.26486169966194
DEH1_2022,GEMN-0192_PHK76_0017/LH244,10.13053104569352
DEH1_2022,GEMN-0192_PHK76_0018/LH244,10.409318937280045
DEH1_2022,GEMN-0192_PHK76_0019/LH244,10.242925223189198
DEH1_2022,GEMN-0192_PHK76_0021/LH244,10.216779390063843
DEH1_2022,GEMN-0192_PHK76_0025/LH244,10.041549237615031
DEH1_2022,GEMN-0192_PHK76_0027/LH244,9.911451744622196
DEH1_2022,GEMN-0192_PHK76_0028/LH244,9.906613951549293
DEH1_2022,GEMN-0192_PHK76_0030/LH244,9.605157148960364
DEH1_2022,GEMN-0192_PHK76_0032/LH244,10.070316798627736
DEH1_2022,GEMN-0192_PHK76_0033/LH244,10.070609271341858
DEH1_2022,GEMN-0192_PHK76_0035/LH244,10.45123296837026
DEH1_2022,GEMN-0192_PHK76_0036/LH244,10.02697300950541
DEH1_2022,GEMN-0192_PHK76_0037/LH244,9.859027853648133
DEH1_2022,GEMN-0192_PHK76_0041/LH244,10.10832902527684
DEH1_2022,GEMN-0192_PHK76_0044/LH244,10.094139183708547
DEH1_2022,GEMN-0192_PHK76_0045/LH244,10.140900955533132
DEH1_2022,GEMN-0192_PHN46_0001/LH244,11.092246962790496
DEH1_2022,GEMN-0192_PHN46_0002/LH244,10.320071110159308
DEH1_2022,GEMN-0192_PHN46_0003/LH244,11.063822075321548
DEH1_2022,GEMN-0192_PHN46_0004/LH244,10.687556290278868
DEH1_2022,GEMN-0192_PHN46_0005/LH244,10.973511832144649
DEH1_2022,GEMN-0192_PHN46_0006/LH244,10.82865087855197
DEH1_2022,GEMN-0192_PHN46_0007/LH244,10.494595415051418
DEH1_2022,GEMN-0192_PHN46_0008/LH244,11.03284191646352
DEH1_2022,GEMN-0192_PHN46_0009/LH244,10.815719303457367
DEH1_2022,GEMN-0192_PHN46_0010/LH244,10.082796390753318
DEH1_2022,GEMN-0192_PHN46_0011/LH244,10.803020858575428
DEH1_2022,GEMN-0192_PHN46_0012/LH244,10.443022475044136
DEH1_2022,GEMN-0192_PHN46_0014/LH244,11.196679688700868
DEH1_2022,GEMN-0192_PHN46_0015/LH244,10.602178706869596
DEH1_2022,GEMN-0192_PHN46_0017/LH244,10.868779474288717
DEH1_2022,GEMN-0192_PHN46_0018/LH244,11.065578875285714
DEH1_2022,GEMN-0192_PHN46_0019/LH244,10.47411270996898
DEH1_2022,GEMN-0192_PHN46_0020/LH244,10.300095665834574
DEH1_2022,GEMN-0192_PHN46_0021/LH244,10.88620284212973
DEH1_2022,GEMN-0192_PHN46_0025/LH244,10.821712064484457
DEH1_2022,GEMN-0192_PHP02_0001/LH244,10.669677620615882
DEH1_2022,GEMN-0192_PHP02_0003/LH244,10.49077125190385
DEH1_2022,GEMN-0207/LH244,10.650068834694236
DEH1_2022,GEMN-0225/LH244,10.526284679517412
DEH1_2022,GEMN-0225_LH212HT_0002/LH244,10.385449989368194
DEH1_2022,GEMN-0225_LH212HT_0003/LH244,10.317807326119922
DEH1_2022,GEMN-0225_LH212HT_0005/LH244,10.988529965681296
DEH1_2022,GEMN-0225_LH212HT_0006/LH244,10.207140754288169
DEH1_2022,GEMN-0225_LH212HT_0008/LH244,10.929176218191682
DEH1_2022,GEMN-0225_LH212HT_0009/LH244,10.63301268886285
DEH1_2022,GEMN-0225_LH212HT_0015/LH244,10.730338217362403
DEH1_2022,GEMN-0225_LH212HT_0017/LH244,10.514730713266774
DEH1_2022,GEMN-0225_LH212HT_0021/LH244,10.606754404231978
DEH1_2022,GEMN-0225_LH212HT_0023/LH244,11.068461081120851
DEH1_2022,GEMN-0225_LH212HT_0024/LH244,10.523118225802095
DEH1_2022,GEMN-0225_LH212HT_0025/LH244,10.496392145436271
DEH1_2022,GEMN-0225_LH212HT_0029/LH244,10.720546324058992
DEH1_2022,GEMN-0225_LH212HT_0036/LH244,10.2205929733606
DEH1_2022,GEMN-0225_LH212HT_0038/LH244,10.735483577637122
DEH1_2022,GEMN-0225_LH212HT_0040/LH244,10.605376286666331
DEH1_2022,GEMN-0225_LH212HT_0043/LH244,10.502117063472486
DEH1_2022,GEMN-0225_PHJ89_0001/LH244,10.518673090760776
DEH1_2022,GEMN-0225_PHJ89_0002/LH244,11.01417242613062
DEH1_2022,GEMN-0225_PHJ89_0003/LH244,11.122884746442605
DEH1_2022,GEMN-0225_PHJ89_0004/LH244,10.915017135301094
DEH1_2022,GEMN-0225_PHJ89_0005/LH244,11.129078967158213
DEH1_2022,GEMN-0225_PHJ89_0006/LH244,10.914676303224928
DEH1_2022,GEMN-0225_PHJ89_0008/LH244,10.36273643794807
DEH1_2022,GEMN-0225_PHJ89_0009/LH244,10.68388137755069
DEH1_2022,GEMN-0225_PHJ89_0013/LH244,11.148650721035988
DEH1_2022,GEMN-0225_PHJ89_0014/LH244,10.083074564362898
DEH1_2022,GEMN-0225_PHJ89_0015/LH244,10.432662693207778
DEH1_2022,GEMN-0225_PHJ89_0016/LH244,11.109086074553778
DEH1_2022,GEMN-0225_PHJ89_0017/LH244,10.84282736708087
DEH1_2022,GEMN-0225_PHJ89_0018/LH244,11.151777538145756
DEH1_2022,GEMN-0225_PHJ89_0019/LH244,11.041785748326586
DEH1_2022,GEMN-0225_PHJ89_0020/LH244,11.005835263984686
DEH1_2022,GEMN-0225_PHJ89_0021/LH244,10.14496716949687
DEH1_2022,GEMN-0225_PHJ89_0022/LH244,10.814255968501756
DEH1_2022,GEMN-0225_PHJ89_0025/LH244,9.920368681446964
DEH1_2022,GEMN-0225_PHJ89_0026/LH244,11.061689792672416
DEH1_2022,GEMN-0225_PHJ89_0027/LH244,10.09846047294884
DEH1_2022,GEMN-0225_PHJ89_0032/LH244,10.568368715023496
DEH1_2022,GEMN-0225_PHK76_0001/LH244,10.666390242098595
DEH1_2022,GEMN-0225_PHK76_0002/LH244,10.213129699529375
DEH1_2022,GEMN-0225_PHK76_0003/LH244,10.772840044292918
DEH1_2022,GEMN-0225_PHK76_0004/LH244,9.684587520821887
DEH1_2022,GEMN-0225_PHK76_0005/LH244,10.55258651240094
DEH1_2022,GEMN-0225_PHK76_0007/LH244,9.44386351591378
DEH1_2022,GEMN-0225_PHK76_0008/LH244,10.653129950201464
DEH1_2022,GEMN-0225_PHK76_0010/LH244,10.095239977375735
DEH1_2022,GEMN-0225_PHK76_0012/LH244,10.636751991868532
DEH1_2022,GEMN-0225_PHK76_0013/LH244,9.862150533505256
DEH1_2022,GEMN-0225_PHK76_0014/LH244,10.439507629810413
DEH1_2022,GEMN-0225_PHK76_0018/LH244,10.242317865286749
DEH1_2022,GEMN-0225_PHK76_0019/LH244,10.680748334465276
DEH1_2022,GEMN-0225_PHK76_0021/LH244,10.428398392196817
DEH1_2022,GEMN-0225_PHK76_0022/LH244,10.677032338589406
DEH1_2022,GEMN-0225_PHK76_0027/LH244,10.897586589552253
DEH1_2022,GEMN-0225_PHK76_0028/LH244,10.286419707985864
DEH1_2022,GEMN-0225_PHK76_0031/LH244,10.879844148242654
DEH1_2022,GEMN-0225_PHK76_0032/LH244,9.948660362194024
DEH1_2022,GEMN-0225_PHN46_0001/LH244,10.8991920634708
DEH1_2022,GEMN-0225_PHN46_0002/LH244,11.035300998384376
DEH1_2022,GEMN-0225_PHN46_0003/LH244,11.087788973747836
DEH1_2022,GEMN-0225_PHN46_0004/LH244,11.01431955632058
DEH1_2022,GEMN-0225_PHN46_0005/LH244,11.104551430960615
DEH1_2022,GEMN-0225_PHN46_0006/LH244,11.021539220509736
DEH1_2022,GEMN-0225_PHN46_0008/LH244,10.563894995836783
DEH1_2022,GEMN-0225_PHN46_0021/LH244,10.631553488660762
DEH1_2022,GEMN-0225_PHP02_0001/LH244,10.78439107287691
DEH1_2022,GEMN-0225_PHP02_0002/LH244,10.685109925634574
DEH1_2022,GEMN-0225_PHP02_0003/LH244,10.15309810498094
DEH1_2022,GEMN-0225_PHP02_0005/LH244,10.77852164985305
DEH1_2022,GEMN-0225_PHP02_0006/LH244,10.182367069827382
DEH1_2022,GEMN-0225_PHP02_0007/LH244,10.030260637317635
DEH1_2022,GEMN-0225_PHP02_0008/LH244,10.817092740135454
DEH1_2022,GEMN-0225_PHP02_0009/LH244,10.642761425813449
DEH1_2022,GEMN-0225_PHP02_0010/LH244,10.80341326816418
DEH1_2022,GEMN-0225_PHP02_0012/LH244,10.507948815268872
DEH1_2022,GEMN-0225_PHP02_0013/LH244,10.905479881916682
DEH1_2022,GEMN-0225_PHP02_0014/LH244,10.919079280366825
DEH1_2022,GEMN-0225_PHP02_0015/LH244,10.84516670290346
DEH1_2022,GEMN-0225_PHP02_0017/LH244,10.850032375661446
DEH1_2022,GEMN-0232/LH244,10.93914513511752
DEH1_2022,GEMN-0238/LH244,9.79075065777756
DEH1_2022,GEMN-0257/LH244,10.48075740295812
DEH1_2022,GEMN-0270/LH244,10.62625407829131
DEH1_2022,GEMN-0271/LH244,10.66420297425895
DEH1_2022,GEMN-0287/LH244,10.47229950148169
DEH1_2022,LH185/LH244,10.673778391961118
DEH1_2022,LH195/PHZ51,10.006605693617564
DEH1_2022,LH212HT/LH244,10.394551302520204
DEH1_2022,LH213/LH244,11.095920562017117
DEH1_2022,LH216/LH244,10.402109415435856
DEH1_2022,LH244/MO17,10.927241488198836
DEH1_2022,LH244/PHK76,10.322457949028935
DEH1_2022,LH244/PHZ51,10.106672586878393
DEH1_2022,LH283/LH244,10.531972195765752
DEH1_2022,LH287/LH244,10.66994461772573
DEH1_2022,LH82/LH244,9.979163668821515
DEH1_2022,M162W/LH244,10.955798213434504
DEH1_2022,M37W/LH244,10.996636143971369
DEH1_2022,MBUB/LH244,10.967255530526687
DEH1_2022,MM501D/LH244,10.580228883063713
DEH1_2022,MO17_PHW30-008-(2N)-01/LH244,10.438112637326745
DEH1_2022,MO17_PHW30-200-(2N)-02/LH244,10.63247436430049
DEH1_2022,MO17_PHW30-309-(2N)-01/LH244,10.765024369367271
DEH1_2022,MO44/LH244,10.67240551096844
DEH1_2022,MO44_LH145_0127/LH244,9.528515465220597
DEH1_2022,MO44_LH145_0138/LH244,10.71045141998894
DEH1_2022,MO44_PHG47_0072/LH244,11.007060662140418
DEH1_2022,MO44_PHG47_0125/LH244,10.761577884579417
DEH1_2022,MO44_PHW65_0025/LH244,11.40224780605843
DEH1_2022,MO44_PHW65_0035/LH244,9.99642288378142
DEH1_2022,MOG/LH244,10.11204302721399
DEH1_2022,NC350/LH244,11.008093461063552
DEH1_2022,NC358/LH244,10.682045445629344
DEH1_2022,NC360/LH244,10.693216777007724
DEH1_2022,NC366/LH244,11.051054307100262
DEH1_2022,NC374/LH244,10.689471017481017
DEH1_2022,NC378/LH244,10.757147805042246
DEH1_2022,NC388/LH244,10.8051413781539
DEH1_2022,NC398/LH244,10.858885205223457
DEH1_2022,NC406/LH244,10.88907628019862
DEH1_2022,NC428/LH244,10.46727612588077
DEH1_2022,NC438/LH244,10.897232079924905
DEH1_2022,NC454/LH244,11.004267415436846
DEH1_2022,NC456/LH244,10.474136588161992
DEH1_2022,NC458/LH244,10.925729469509632
DEH1_2022,NC512/LH244,10.772925386856253
DEH1_2022,NC528/LH244,10.955798213434504
DEH1_2022,NC530/LH244,10.390887283074806
DEH1_2022,NC540/LH244,11.06541276616395
DEH1_2022,NC542/LH244,11.09759678646432
DEH1_2022,NC546/LH244,10.553727578803745
DEH1_2022,NC548/LH244,10.985492497299608
DEH1_2022,NKH8431/LH244,10.52850476310871
DEH1_2022,OH43/LH244,10.345283502388131
DEH1_2022,PH207/LH244,10.861393599960351
DEH1_2022,PH24E/LH244,11.119490876698066
DEH1_2022,PHAP9/LH244,10.935937596506715
DEH1_2022,PHB47/LH244,10.633493617933436
DEH1_2022,PHB47/PHN82,10.3602824296206
DEH1_2022,PHB47/PHZ51,9.897719672085268
DEH1_2022,PHG29/PHG47,9.72175393815544
DEH1_2022,PHG35/LH244,10.281043830120629
DEH1_2022,PHG47/LH244,10.624009169240017
DEH1_2022,PHJ40/PHAJ0,9.88464286631977
DEH1_2022,PHJ89/LH244,10.761416205153918
DEH1_2022,PHJ90/LH244,10.239672467703512
DEH1_2022,PHK56/LH244,10.277829523188108
DEH1_2022,PHKE6/LH244,10.07406466307145
DEH1_2022,PHN11/LH244,10.895265979246997
DEH1_2022,PHN11_LH145_0005/LH244,10.286050278610537
DEH1_2022,PHN11_LH145_0028/LH244,10.442768430762902
DEH1_2022,PHN11_LH145_0085/LH244,10.616091562076154
DEH1_2022,PHN11_OH43_0001/LH244,10.368974954910128
DEH1_2022,PHN11_OH43_0075/LH244,10.39040429633015
DEH1_2022,PHN11_OH43_0088/LH244,10.643071129089646
DEH1_2022,PHN11_PHG47_0251/LH244,10.071087585808806
DEH1_2022,PHN11_PHG47_0287/LH244,10.254165284479576
DEH1_2022,PHN11_PHW65_0312/LH244,10.882254818842638
DEH1_2022,PHN11_PHW65_0323/LH244,11.352868394179517
DEH1_2022,PHN11_PHW65_0359/LH244,11.202621561806785
DEH1_2022,PHN46/LH244,11.000497175759168
DEH1_2022,PHP02/LH244,11.114252175929575
DEH1_2022,PHP55/LH244,11.150934940382758
DEH1_2022,PHR03/LH244,10.886943132278184
